Objects;V;S;R;G;W1;W2;W3;W4;W5;W6;W7;W8;D1;D2;D3;D4;D5;D6;D7;D8;WO1;WO2;WO3;WO4;WO5;WO6;WN1;WN2;WN3;WN4;WN5;WN6;IW1;IW2;IW3;IW4;CW1;CW2;CW3;CW4;CW5;CW6;CW7;CW8;ID1;ID2;ID3;ID4;CD1;CD2;CD3;CD4;CD5;CD6;CD7;CD8;HL1;HL2;A;CP;PSA;HSA;PSAR;PHSAR;DRDRDR;DRDRAC;DRDRDO;DRACAC;DRACDO;DRDODO;ACACAC;ACACDO;ACDODO;DODODO;DD1;DD2;DD3;DD4;DD5;DD6;DD7;DD8;Log_Ptol
ZiSiSte_198;346.5;257.219;1.3471;1.1195;485.625;116.125;0.5;0;0;0;0;0;223.125;90;42.375;17.625;9;3.75;2.25;1.375;0;0;0;0;0;0;0;0;0;0;0;0;0.0059398;0.335439;0;0;1.88799;0.451464;0.00194387;0;0;0;0;0;0.00687848;0.011267;0.0223648;0.111613;0.867453;0.349897;0.164743;0.0685215;0.0349897;0.014579;0.00874742;0.00534565;0;0;0.646094;84.75;0;257.219;0;0;4.38104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.757
ZiSiSte_199;493.625;330.194;1.49495;1.14296;750.5;287.75;37.25;0;0;0;0;0;323.625;171.25;77;43.75;28.625;19.375;10.75;6.875;0;0;0;0;0;0;0;0;0;0;0;0;0.00394621;0.00818479;0;0;2.2729;0.871457;0.112812;0;0;0;0;0;0.00391149;0.00294758;0.0151548;0.0153791;0.980105;0.518634;0.233196;0.132498;0.0866914;0.0586776;0.0325566;0.0208211;0;0;0.394969;154;0;330.194;0;0;10.1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.936
ZiSiSte_202;276;215.969;1.27796;1.08132;638.5;423.125;195.125;77;33.125;13.25;1.375;0;90.125;52.375;15.75;7.625;3.625;2.75;1.25;0;158.375;56.625;20.75;1.75;0;0;160;66.125;34.625;14.25;1.75;0;0.142626;0.441494;0.847876;1.15271;2.95644;1.95919;0.903485;0.356532;0.153378;0.0613513;0.00636664;0;0.106129;0.0589799;0.0963627;0.0630197;0.417305;0.242511;0.072927;0.0353059;0.0167848;0.0127333;0.00578786;0;2.10317;1.7377;2.39502;2.27827;40.46;175.509;0.187341;0.230529;2.55964;4.21208;4.21208;6.69367;6.69367;6.69367;0;0;0;0;0;0;0;0;0;0;0;0;-2.17
ZiSiSte_205;697.125;494.195;1.41063;1.48187;1038.75;560.5;287;109.875;49.625;26.375;12.5;4.875;236.75;88.5;35;19;11.375;7.75;5.5;2.875;42.125;13.125;5.125;1.25;0;0;322;120.125;53.5;28.25;10.125;2.125;0.0602962;0.245889;0.829221;1.48178;2.1019;1.13417;0.580742;0.222331;0.100416;0.0533696;0.0252937;0.00986452;0.0392235;0.101507;0.129502;0.15537;0.479062;0.179079;0.0708222;0.0384464;0.0230172;0.0156821;0.0111292;0.00581754;1.41786;1.38816;5.80956;0.969454;41.57;452.625;0.0841166;0.091842;13.8901;14.9444;8.78993;9.49405;10.1296;0;0.992952;7.07749;0;0;1;1.25;0.125;0.375;0.375;0.25;0.5;0.25;3.4
ZiSiSte_208;235.375;188.184;1.25077;1.03131;400.375;203.625;107.5;46.875;22.25;7.5;0;0;77.75;24.25;1.625;0;0;0;0;0;0;0;0;0;0;0;130.625;57.5;26.5;7.25;0;0;0.286873;0.94178;1.68995;0;2.12757;1.08205;0.571249;0.249091;0.118235;0.0398546;0;0;0.112967;0.152708;0;0;0.413159;0.128863;0.00863516;0;0;0;0;0;13.6923;15;4.82581;0.10411;12.53;175.654;0.0665837;0.0713333;1.7049;1.7143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.668
ZiSiSte_209;531;378.795;1.40181;1.30552;1115.88;843.25;541.25;282.25;165;89;39;6.875;129.875;73.875;28;17.375;11.375;7.25;4.25;2.125;58;13.125;5.125;1.375;0;0;625.375;329.25;190.375;97.625;34.625;3.5;0.161853;0.334597;0.616823;0.784923;2.94586;2.22614;1.42887;0.745127;0.435592;0.234956;0.102958;0.0181497;0.102716;0.14628;0.249124;0.337251;0.342864;0.195026;0.0739187;0.0458692;0.0300295;0.0191397;0.0112198;0.0056099;5.89286;5.1223;4.64898;0.330058;83.32;295.475;0.219961;0.281987;10.4198;13.651;9.83799;14.4131;11.1764;0;12.4323;8.37773;0;0;0;0;0;0;0;0;0;0;0.319
ZiSiSte_210;474.375;323.713;1.46542;1.1545;821.875;479.875;246.375;70.25;33.125;16.625;5;0.75;211.75;115.5;44.5;29.125;19.125;10;6.75;2.875;0;0;0;0;0;0;300.75;100.75;40.5;18.875;6.125;0.125;0.0768534;0.27876;1.32246;1.8513;2.5389;1.48241;0.76109;0.217013;0.102328;0.0513572;0.0154458;0.00231687;0.0142704;0.00504145;0.0148101;0.0185094;0.654128;0.356797;0.137467;0.0899716;0.0590801;0.0308915;0.0208518;0.00888132;0.744382;0.570815;4.56883;49.8156;28.84;294.873;0.0890912;0.0978048;8.93331;12.0448;0;8.4726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.223
ZiSiSte_214;246.75;199.657;1.23587;1.07509;295.75;24.625;0;0;0;0;0;0;163.625;53.75;20.25;3.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00420834;0;0;0;1.48129;0.123336;0;0;0;0;0;0;0.00478544;0.0112229;0;0;0.81953;0.269212;0.101424;0.016904;0;0;0;0;0;0;0.140006;40.5;0;199.657;0;0;0.841238;0;0;0;0;0;0;0;0;0;0.25;0.125;0.125;0.125;0;0;0;0;2.851
ZiSiSte_215;512.875;351.938;1.45729;1.21049;772;259.375;7.75;0;0;0;0;0;342.125;189;72.25;39.25;21.75;10.125;4.75;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0.00206659;0.0305687;0;0;2.19357;0.73699;0.0220209;0;0;0;0;0;0.00218834;0.00557527;0.0102252;0.0363179;0.972117;0.537026;0.205292;0.111525;0.0618006;0.0287693;0.0134967;0.00355176;0;0;0.213954;144.5;0;351.938;0;0;10.5034;0;0;0;0;0;0;0;0;0;0;0.125;0.125;0.125;0.125;0;0;0;5.54
ZiSiSte_216;251.625;199.725;1.25986;1.0548;448;108.375;0.375;0;0;0;0;0;250;87.375;44.5;21.375;6.75;1.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00625272;0.431392;0;0;2.24308;0.542621;0.00187758;0;0;0;0;0;0.00573088;0.0267502;0.109483;0.563521;1.25172;0.437477;0.222806;0.107022;0.0337965;0.00751033;0.00250344;0;0;0;0.46242;89;0;199.725;0;0;0;0;0;0;0;0;0;0;0;0;1.625;2.375;0.25;1;0.625;0;0.125;0;2.332
ZiSiSte_217;322.375;246.563;1.30747;1.12929;475.125;215.875;188.25;54.5;21;10.75;4.625;2.25;114.5;11;0;0;0;0;0;0;0;0;0;0;0;0;213.75;100.75;38.5;17.125;9;2.625;0.168876;0.463825;1.49688;2.15812;1.92699;0.875536;0.763495;0.221039;0.0851708;0.0435993;0.0187579;0.00912544;0.0535149;0;0;0;0.464384;0.0446133;0;0;0;0;0;0;42;21.5;0;0;3.24;243.323;0.0131406;0.0133156;5.36566;2.87423;0;0;0;0;0;0;0;0;38.5;32.125;6.375;2.125;0;0;0;0;1.09
ZiSiSte_218;228.25;186.81;1.22183;1.05187;329.75;148.5;81.875;35.25;19.375;10.625;5;0.5;97.875;16.125;5.125;0.25;0;0;0;0;0;0;0;0;0;0;104.375;48;24.5;13.5;4.75;1;0.258916;1.00485;1.83151;2.32943;1.76516;0.794924;0.438279;0.188694;0.103715;0.0568759;0.0267651;0.00267651;0.0773114;0.246817;0;0;0.523927;0.0863175;0.0274343;0.00133826;0;0;0;0;3.78049;21.25;5.46808;0.236361;3.24;183.57;0.0173438;0.0176499;2.51247;0.993274;0;0;0;0;0;0;0;0;1.125;0.375;0.25;0;0;0;0;0;-0.364
ZiSiSte_219;416;301.899;1.37794;1.1857;761.125;446.25;222.125;94.375;43.375;15;0.5;0;163.875;87.625;34.375;20.125;11.75;6.25;4.375;2.75;180;73.375;31.625;9.25;0.25;0;233.125;103;50.5;16.5;1.25;0;0.152336;0.551076;1.10107;1.26827;2.52112;1.47814;0.735758;0.312604;0.143674;0.0496854;0.00165618;0;0.100402;0.192692;0.321979;0.507436;0.542813;0.290246;0.113862;0.0666613;0.0389202;0.0207023;0.0144916;0.00910899;1.26182;0.745342;6.12338;0.911686;38.05;263.849;0.126035;0.144211;7.02296;7.36747;8.48301;0;7.64806;7.64806;0;0;0;0;0.125;0.625;0.5;0.25;0;0.25;0.125;0;0.27
ZiSiSte_220;369.25;277.405;1.33109;1.17659;780.75;522.125;273.75;114.5;57.875;26.75;8.5;0.25;95.125;52.5;30.125;17.375;9.25;5;2.625;0.625;81.5;26.25;8.75;1.875;0;0;318.375;136.75;66.125;30.375;6.125;0;0.112245;0.317816;0.864792;1.92629;2.81448;1.88218;0.986824;0.412754;0.20863;0.0964294;0.0306411;0.000901209;0.0354434;0.0568222;0.0775071;0.200576;0.34291;0.189254;0.108596;0.0626341;0.0333447;0.0180242;0.0094627;0.00225302;1.92116;1.53957;2.29195;2.42063;48.73;228.675;0.175664;0.213097;7.52076;7.69369;6.36821;7.68675;7.21481;0;6.81332;6.81332;0;0;0.125;0.25;0.125;0.125;0.125;0;0;0;0.7
ZiSiSte_221;1111.75;745.793;1.4907;1.72264;1600;894.75;428.75;151;68.875;24.75;6.375;1.625;306.75;147;80.875;51.375;31;19.25;12;6.25;0;0;0;0;0;0;548.75;190.75;80.875;30.625;8.375;2.75;0.0336724;0.129436;0.316215;0.364111;2.14537;1.19973;0.574892;0.202469;0.0923514;0.0331862;0.00854795;0.00217889;0.0122415;0.0272496;0.0426919;0.0855549;0.411307;0.197106;0.108442;0.0688865;0.0415665;0.0258115;0.0160903;0.00838035;0.851623;0.481752;2.73287;4.36209;72.75;673.043;0.0975472;0.108091;34.6352;33.0901;0;27.3643;0;0;22.4868;0;0;0;0.75;0.125;0.125;0.5;0;0.125;0.875;0.375;4.81
